gamelength,gameId,platformId,puuid,summonerId,participantId,teamId,championId,spell1Id,spell2Id,accountId,summonerName,currentPlatformId,currentAccountId,matchHistoryUri,profileIcon,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk1,perk2,perk3,perk4,perk5,perk0Var1,perk0Var2,perk0Var3,perk1Var1,perk1Var2,perk1Var3,perk2Var1,perk2Var2,perk2Var3,perk3Var1,perk3Var2,perk3Var3,perk4Var1,perk4Var2,perk4Var3,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,creepsPerMinDeltas(10-20),xpPerMinDeltas(10-20),goldPerMinDeltas(10-20),damageTakenPerMinDeltas(10-20),role,lane,creepsPerMinDeltas(0-10),goldPerMinDeltas(0-10),xpPerMinDeltas(0-10),damageTakenPerMinDeltas(0-10),damageTakenDiffPerMinDeltas(10-20),damageTakenDiffPerMinDeltas(0-10),xpDiffPerMinDeltas(10-20),xpDiffPerMinDeltas(0-10),csDiffPerMinDeltas(0-10),csDiffPerMinDeltas(10-20),visonary,turretdestroyer,split,survivor,[damageTakenPerMinDeltas(10-20)],[xpPerMinDeltas(0-10)],[creepsPerMinDeltas(0-10)],[damageTakenDiffPerMinDeltas(10-20)],[xpDiffPerMinDeltas(0-10)],[creepsPerMinDeltas(10-20)],[damageTakenPerMinDeltas(0-10)],[xpDiffPerMinDeltas(10-20)],[csDiffPerMinDeltas(10-20)],[goldPerMinDeltas(10-20)],[csDiffPerMinDeltas(0-10)],[damageTakenDiffPerMinDeltas(0-10)],[goldPerMinDeltas(0-10)],[xpPerMinDeltas(10-20)],realRole
1650,5070786158,EUW1,,N_nEbQyVGiCtW88r0yNz1EHFYdrWFLfW16Wo9jKiZ08uFWI,3,100,106,6,14,Ja72083abnY4PAj75YxqtcOPkMVpxxBCP-iuBscobFCX9Q,Mononoke Himé,EUW1,Ja72083abnY4PAj75YxqtcOPkMVpxxBCP-iuBscobFCX9Q,/v1/stats/player_history/EUW1/26263757,4090,False,2033,6632,3071,3111,1033,0,3340,4,10,0,2,1,1,313,0,0,0,0,0,99766,34295,64216,1254,0,16823,3739,11829,1254,5320,1,25595,3448,3448,8,17,31529,8228,20496,2803,8805,8350,1,0,130,0,0,0,176,13,0,0,5,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,9111,9104,8299,8304,8321,1,50,0,345,80,0,0,0,0,811,0,0,10,3,0,8,0,0,8000,8300,5005,5002,5002,,,,,SOLO,TOP,,,,,,,,,,,0,0,0,0,1556.1,439.79999999999995,4.6,416.0000000000001,-9.30000000000004,5.3,525.3,-61.79999999999998,-1.7000000000000002,394.1,-0.8999999999999999,-75.99999999999997,261.3,456.20000000000005,0
1650,5070786158,EUW1,,PWDolEN7V_ZdrSOWddsdnYmJG36DUshYPp8MfCt76KgCs9c,4,100,21,4,7,auPLQyWIeMGpJwgRRAcvksXP73de9Oq5xiDTwWeHB17E0dM,Œ C I D,EUW1,auPLQyWIeMGpJwgRRAcvksXP73de9Oq5xiDTwWeHB17E0dM,/v1/stats/player_history/EUW1/209067825,683,False,3033,3006,1055,6676,6692,0,3340,8,5,3,7,2,1,826,1,0,0,0,0,107733,6184,97849,3699,574,14066,1356,12705,4,4672,2,6423,2467,2467,16,5,16524,8180,7214,1128,10781,10500,0,0,176,4,4,0,139,14,2,0,9,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,9111,9103,8014,8139,8106,645,538,107,343,220,0,19,10,0,437,0,0,759,0,0,4,0,0,8000,8100,5005,5008,5001,,,,,DUO_CARRY,BOTTOM,,,,,,,,,,,0,0,0,0,639.7,314.8,6.1,-16.94999999999999,-15.999999999999986,7.1,259.7,19.799999999999983,-0.20000000000000018,453.5,-0.6000000000000003,3.84999999999998,295.3,519.6,3
1650,5070786158,EUW1,,lUY7lfu9kenssbciMs-OEVPFOP4cbLv8CHcLsvEDRMGkXa_2,5,100,9,14,4,Cop7_BqCWKj22AxkCsXAyJ5fYfSdsieI2t2jt5vLLtAh8-Jw0UFZBRtP,ironinho,EUW1,Cop7_BqCWKj22AxkCsXAyJ5fYfSdsieI2t2jt5vLLtAh8-Jw0UFZBRtP,/v1/stats/player_history/EUW1/2232337051267200,3376,False,3853,3157,2055,3145,3020,2003,3330,1,6,8,0,1,0,748,0,0,0,0,0,19954,18342,702,908,0,9596,8492,194,908,715,1,6834,1259,955,62,42,13826,6822,6161,842,6704,6225,1,0,20,4,0,0,277,11,12,0,26,13,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,8143,8120,8106,8009,8014,471,9,0,368,0,0,1,14,6,4,0,0,1060,0,0,162,0,0,8100,8000,5008,5008,5003,,,,,DUO_SUPPORT,BOTTOM,,,,,,,,,,,0,0,0,0,521.7,251.3,0.3,-16.94999999999999,-15.999999999999986,1.3,196.2,19.799999999999983,-0.20000000000000018,307.6,-0.6000000000000003,3.84999999999998,187,343,4
1650,5070786158,EUW1,,CPxXRhXoR80CUsLHNcC6n0sA3iA1mL_hMfLGtro1txbHoWkg,6,200,145,4,7,Zj0y8hFQbnIvdra7EKpC18fvUaVzHLpqIEJqpbakBs0XVyiMCBQES96V,Saitama Chan ,EUW1,Zj0y8hFQbnIvdra7EKpC18fvUaVzHLpqIEJqpbakBs0XVyiMCBQES96V,/v1/stats/player_history/EUW1/2354289821723616,4863,True,3042,3006,6672,6677,1018,1042,3363,6,4,3,5,2,1,471,1,0,0,0,0,147820,7823,126598,13398,0,12521,2310,9282,928,3739,2,5820,14064,10103,27,0,14325,4732,9031,561,11861,9575,5,0,199,4,0,1,0,15,5,0,14,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,8139,8138,8135,8009,9103,49,71,0,599,0,0,10,0,0,2607,5,0,1919,0,0,24,50,0,8100,8000,5005,5008,5002,,,,,DUO_CARRY,BOTTOM,,,,,,,,,,,0,0,0,0,710,343.6,6.4,16.94999999999999,15.999999999999986,6.7,269.70000000000005,-19.799999999999983,0.20000000000000018,336.2,0.6000000000000003,-3.84999999999998,281.5,394.4,3
1650,5070786158,EUW1,,pftmIS-KVfDjW0anIDWhusahM_mzHeWpnovTh4Quk4C5dZk,7,200,120,6,11,npkN6O--1jzH28vxMn25BfNrEa4OBSe10gzHJ2gQotpylXk,MMarvin,EUW1,npkN6O--1jzH28vxMn25BfNrEa4OBSe10gzHJ2gQotpylXk,/v1/stats/player_history/EUW1/229508294,4379,True,3053,3742,0,0,6632,3111,3364,10,2,10,9,3,1,565,1,1,0,0,0,149911,14943,120151,14816,0,16960,2268,13479,1212,19453,1,19671,38213,836,35,19,30505,8197,21454,853,12266,10975,0,0,21,145,84,8,197,16,1,0,3,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8275,8234,8232,8143,8135,12,0,0,20,0,0,10646,0,0,7,40,0,432,0,0,5560,5,0,8200,8100,5005,5008,5003,,,,,NONE,JUNGLE,,,,,,,,,,,0,0,0,0,1395.1,336.3,0,339.1,-18.899999999999977,1.4,923.5,231.7,-1.2999999999999998,550.0999999999999,-0.4,250,268.5,572.2,1
1650,5070786158,EUW1,,I_wiHWh0kgkUTalaeDff7wmb0jtU1VVCerjbX-ym5QbNfuA,8,200,161,4,21,stAo2x3TGOV_dReCctSPE2puhBvbl8URmKyTZepH82LtIQ,PrincessBøøbies,EUW1,stAo2x3TGOV_dReCctSPE2puhBvbl8URmKyTZepH82LtIQ,/v1/stats/player_history/EUW1/24909472,4277,True,1056,2421,3108,6655,4628,3158,3340,4,1,13,3,1,1,1427,0,0,0,0,0,125817,96861,10772,18183,0,21886,16922,86,4878,728,1,3976,6913,1179,20,19,8728,5498,2940,290,11238,9500,1,0,172,15,6,4,193,15,0,0,9,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8347,8345,1944,0,0,250,659,0,21,0,0,465,0,0,0,0,0,3,0,0,8200,8300,5008,5008,5001,,,,,SOLO,MIDDLE,,,,,,,,,,,0,0,0,0,362.8,452.1,7.8999999999999995,-466.6,-7.200000000000017,6.6,136,221.2,1.7000000000000002,475.70000000000005,0.19999999999999973,-90.6,256.9,555,2
1650,5070786158,EUW1,,uD5phQ126nD9kHaefXYZ3cHCiMjIBFU0NsyyACmhI0UGU4s,9,200,83,4,14,AKOYuLXe-iTvWmWwWcIJzJn24z5SO6ubIRSsf5Xnziyv-g,BlameLuck,EUW1,AKOYuLXe-iTvWmWwWcIJzJn24z5SO6ubIRSsf5Xnziyv-g,/v1/stats/player_history/EUW1/29482808,562,True,2033,6632,3053,3111,3133,1031,3340,7,4,5,3,1,2,743,0,0,0,0,0,157247,30849,119636,6761,0,15884,5332,9524,1028,7336,1,19532,30569,10954,16,7,25534,6455,18130,948,12940,10125,5,2,174,12,0,9,105,16,3,0,6,1,True,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,8446,8444,8451,9105,8014,1011,722,0,3097,0,0,934,0,0,208,0,0,18,10,0,340,0,0,8400,8000,5008,5002,5002,,,,,SOLO,TOP,,,,,,,,,,,0,0,0,0,1140.1,449.1,5.5,-416.0000000000001,9.30000000000004,7,601.3,61.79999999999998,1.7000000000000002,491.6,0.8999999999999999,75.99999999999997,341.9,518,0
1650,5070786158,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,10,200,147,3,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,True,3853,6617,4638,3158,3114,6616,3364,4,4,17,2,1,1,341,0,0,0,0,0,54675,50278,4397,0,0,12732,11632,1099,0,6868,5,6061,4727,2752,103,19,10721,4934,5178,608,9757,8475,1,0,52,1,1,0,126,14,3,0,53,16,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8105,8136,1294,0,0,250,574,0,25,0,0,450,0,0,13,5,0,26,30,0,8200,8100,5008,5008,5002,,,,,DUO_SUPPORT,BOTTOM,,,,,,,,,,,0,0,0,0,485.29999999999995,254.5,1.2,16.94999999999999,15.999999999999986,2.1,178.5,-19.799999999999983,0.20000000000000018,369.6,0.6000000000000003,-3.84999999999998,180.8,428.6,4
1931,5070724212,EUW1,,XEdmJMAqkIFuDfRuYlfWwQAsSI5B0unmYHZfcKsLqd2ffss4,1,100,234,4,11,6IlCnuPgdsTo9XoK4r-b5R5v8fDA_egbOgxgEi54aXsWk-I,AncheN,EUW1,6IlCnuPgdsTo9XoK4r-b5R5v8fDA_egbOgxgEi54aXsWk-I,/v1/stats/player_history/EUW1/237560133,4747,False,3153,6672,3134,1037,3047,0,3364,7,8,5,3,1,3,452,0,0,0,0,0,105092,11918,86137,7036,412,8538,1191,6746,600,6367,1,14080,6986,1101,17,9,25140,6967,16887,1285,10640,10175,0,0,43,88,71,0,187,14,3,0,8,2,True,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9103,8014,8143,8135,15,0,0,301,240,0,22,0,0,226,0,0,269,0,0,2395,5,0,8000,8100,5005,5008,5002,,,,,NONE,JUNGLE,,,,,,,,,,,0,0,0,0,1066.2,239.9,0.6000000000000001,-32.200000000000045,-29.99999999999997,0.4,547.5,-200.39999999999998,-0.09999999999999998,238,0.2,-201.99999999999997,289.6,312,1
1931,5070724212,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,2,100,147,3,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,False,3853,6617,4638,3158,3504,6616,3364,6,8,14,3,1,2,631,0,0,0,0,0,61255,56877,4070,308,0,13706,12454,1230,22,8279,5,10876,1850,233,78,21,20873,5819,13648,1405,10728,10475,0,0,49,6,2,0,135,13,8,0,46,10,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8105,8136,1470,0,0,250,441,0,8,0,0,437,0,0,13,5,0,15,30,0,8200,8100,5008,5008,5002,,,,,DUO_SUPPORT,BOTTOM,,,,,,,,,,,0,0,0,0,837.7,242.3,0.2,240.7,-3.450000000000003,1.8,303.6,7.600000000000023,-0.5,386.2,-0.6999999999999997,3.5000000000000213,226.29999999999998,368.9,4
1931,5070724212,EUW1,,PWDolEN7V_ZdrSOWddsdnYmJG36DUshYPp8MfCt76KgCs9c,3,100,29,4,7,auPLQyWIeMGpJwgRRAcvksXP73de9Oq5xiDTwWeHB17E0dM,Œ C I D,EUW1,auPLQyWIeMGpJwgRRAcvksXP73de9Oq5xiDTwWeHB17E0dM,/v1/stats/player_history/EUW1/209067825,683,False,3089,3115,4633,3006,1055,0,3340,11,4,10,4,2,3,734,2,0,0,0,0,122451,43971,58387,20092,0,22660,6496,10047,6115,7641,3,8079,8281,4854,19,10,22367,7083,13982,1301,12620,11875,1,0,158,12,12,0,278,15,1,0,10,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,8139,8138,8106,8224,8237,64,82,0,1144,0,0,30,0,0,5,0,0,522,0,0,194,0,0,8100,8200,5005,5008,5001,,,,,DUO_CARRY,BOTTOM,,,,,,,,,,,0,0,0,0,680,292.5,5,240.7,-3.450000000000003,4.4,293.3,7.600000000000023,-0.5,454.3,-0.6999999999999997,3.5000000000000213,282.20000000000005,498.1,3
1931,5070724212,EUW1,,KIvnI4ZKc_kQEbb_9Unvcdb5O5snINdhf7amNPLFP-8z5bI,4,100,266,4,12,NPDc0v3xHC28_ZleuwNDSXJCAAbcwPFhN08GAvk0HNE3wDI,JihadistZilean,EUW1,NPDc0v3xHC28_ZleuwNDSXJCAAbcwPFhN08GAvk0HNE3wDI,/v1/stats/player_history/EUW1/219539131,4499,False,1055,6630,3053,3133,3123,3047,3340,5,6,7,2,1,1,429,0,0,0,0,0,111468,0,103992,7476,0,20041,0,20041,0,14945,1,20707,8661,2168,32,19,35743,6821,23855,5066,11205,10350,0,0,171,4,4,0,158,15,4,0,15,4,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8299,8139,8135,193,0,0,542,240,0,20,10,0,781,0,0,1309,0,0,2037,5,0,8000,8100,5008,5008,5001,,,,,SOLO,TOP,,,,,,,,,,,0,0,0,0,1200.2,438.7,6.1,284.29999999999995,-1.400000000000034,6.1,407.7,-23.799999999999983,-1.0999999999999996,349.1,1,3.3999999999999773,254.6,492.9,0
1931,5070724212,EUW1,,kBKZdvWiiOtxsiZLMIcXswEKN193RRowBp25g359w1j5-mQ,5,100,1,4,21,MXzK_zcqo7Gq3CHA5skHBEOssw5bqeW3kbClYHHXHSzO1A,YourADCIsNoMore,EUW1,MXzK_zcqo7Gq3CHA5skHBEOssw5bqeW3kbClYHHXHSzO1A,/v1/stats/player_history/EUW1/36024712,4379,False,0,3157,2031,6655,1058,0,3340,2,7,12,0,1,0,541,0,0,0,0,0,87402,72128,9210,6063,0,23436,21269,1173,993,1784,1,14913,162,162,23,33,17845,4355,12779,711,9079,8365,1,0,131,11,3,8,226,14,1,0,11,6,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,8126,8138,8135,8210,8236,1188,16,0,670,0,0,30,0,0,1376,5,0,10,0,0,48,0,0,8100,8200,5008,5008,5003,,,,,SOLO,MIDDLE,,,,,,,,,,,0,0,0,0,565.1,354.1,3.7,-174.29999999999995,-98.4,6.6,398.6,116.79999999999998,1.3999999999999995,332.6,-2.4,-15.299999999999955,195.9,549.3,1
1931,5070724212,EUW1,,vbhsOqKDmxAdkXn_TwXb9rrpilAuJ83Bm4N2-177seYvn3s,6,200,110,7,4,LLItO5YI4wXeVVJ1vdSNiTkb7f-Xc8v0dbS_bdGadbjotw,KingLeonVI,EUW1,LLItO5YI4wXeVVJ1vdSNiTkb7f-Xc8v0dbS_bdGadbjotw,/v1/stats/player_history/EUW1/23624594,3533,True,6676,6691,3158,3070,6694,0,3363,6,6,9,4,3,1,390,1,1,0,0,0,118341,5013,113060,268,546,17479,2223,15195,60,7368,2,6860,12550,4270,30,17,19415,11748,6129,1537,12295,11675,1,0,158,20,12,4,233,15,3,0,12,9,False,False,True,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,8139,8138,8135,8233,8237,957,15,0,933,0,0,18,0,0,3080,5,0,18,0,0,600,0,0,8100,8200,5008,5008,5002,,,,,DUO_CARRY,BOTTOM,,,,,,,,,,,0,0,0,0,559.8,297.1,6.199999999999999,-240.7,3.450000000000003,5.5,237.3,-7.600000000000023,0.5,521.6,0.6999999999999997,-3.5000000000000213,220.89999999999998,452.3,3
1931,5070724212,EUW1,,cxrrMn9j06X2NrRmx6-RbpROju7v551vzDFEc0EONpu-8jqX,7,200,161,4,21,4OdFeQXEd6SanXZWNBRhpquMuUzRy8-5yWOAEmNwMBKiTCU,I can put bushes,EUW1,4OdFeQXEd6SanXZWNBRhpquMuUzRy8-5yWOAEmNwMBKiTCU,/v1/stats/player_history/EUW1/234283871,21,True,3158,3165,6655,3853,3145,1058,3364,3,8,17,0,1,0,360,0,0,0,0,0,66979,55746,3675,7557,0,21928,17618,574,3736,1158,1,6882,6581,2484,47,26,16227,6157,8195,1874,10638,9900,1,0,38,10,0,10,188,14,3,0,22,7,False,False,False,True,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8345,8347,1958,0,0,250,550,0,10,0,0,590,0,0,3,0,0,0,0,0,8200,8300,5007,5008,5002,,,,,DUO_SUPPORT,BOTTOM,,,,,,,,,,,0,0,0,0,476.5,244.6,0.4,-240.7,3.450000000000003,1.7000000000000002,352.6,-7.600000000000023,0.5,427.79999999999995,0.6999999999999997,-3.5000000000000213,191.10000000000002,399.5,4
1931,5070724212,EUW1,,uYhyymuPxv4xwsHxy_pA4SXaYbDyZ5_l8Y4oZuthN2w-t50N,8,200,114,12,4,8m0rikUdVvqsnzoDObygcgBal_oTGtzMT2al-ONZ2jNm44-Wi4vcWrpE,NightHope,EUW1,8m0rikUdVvqsnzoDObygcgBal_oTGtzMT2al-ONZ2jNm44-Wi4vcWrpE,/v1/stats/player_history/EUW1/2500083531835200,1212,True,3078,3123,3074,3004,0,3111,3340,8,4,3,4,2,2,830,1,0,0,0,0,159540,1407,146596,11535,752,20282,1187,15054,4039,10831,6,23088,25865,9258,19,15,29355,5826,22520,1008,13489,13183,2,0,177,16,1,9,124,16,2,0,10,2,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,8009,9103,8014,8210,8236,293,0,0,2076,0,0,27,50,0,284,0,0,15,0,0,28,0,0,8000,8200,5005,5008,5002,,,,,SOLO,TOP,,,,,,,,,,,0,0,0,0,915.9000000000001,440.1,5.1,-284.29999999999995,1.400000000000034,7.199999999999999,404.3,23.799999999999983,1.0999999999999996,451.9,-1,-3.3999999999999773,256,516.7,0
1931,5070724212,EUW1,,2LajejheHT9r2saHB8YqDaEk3o4-_J55eAsLzb_LZiTmasQH,9,200,19,11,4,bfxjb-kysAMHyBPzP3SnwPj9W5m92naQoYSe10odK3J3yK50bOv5-z4S,ìWWí,EUW1,bfxjb-kysAMHyBPzP3SnwPj9W5m92naQoYSe10odK3J3yK50bOv5-z4S,/v1/stats/player_history/EUW1/2427091585700608,3798,True,6630,3065,0,3047,0,3075,3364,6,4,6,2,1,2,447,0,0,0,0,0,130606,52259,63378,14968,0,12668,7517,4269,882,23273,1,28708,28441,0,36,29,36730,9447,24855,2427,11749,10800,0,0,15,139,88,7,332,15,4,0,6,6,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,9111,9104,8299,8234,8232,1149,661,488,613,240,0,16,20,0,239,0,0,12309,0,0,9,30,0,8000,8200,5005,5008,5002,,,,,NONE,JUNGLE,,,,,,,,,,,0,0,0,0,1098.4,269.9,0.4,32.200000000000045,29.99999999999997,0.5,749.5,200.39999999999998,0.09999999999999998,369.1,-0.2,201.99999999999997,274.70000000000005,512.4,1
1931,5070724212,EUW1,,mXAGm3530Oluf-ixeTNhrou8VIlNJs6HQVeYzQcwtcu0gN8,10,200,238,14,4,Gq2lXhb5HJshMm3Z6-wlvLgzPUz1geSTxkFDg41l9OHvpok,vagomes,EUW1,Gq2lXhb5HJshMm3Z6-wlvLgzPUz1geSTxkFDg41l9OHvpok,/v1/stats/player_history/EUW1/202006420,1113,True,6692,3142,3074,3158,3035,1036,3364,10,9,6,3,2,4,442,1,0,0,0,0,121244,5772,114186,1286,0,28315,989,26274,1052,3800,1,13073,8960,3330,21,8,22460,12086,9489,884,12731,12575,2,0,147,4,0,0,131,15,2,0,9,5,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,8143,8138,8106,8009,8014,2095,0,0,811,0,0,18,0,0,5,0,0,718,0,0,470,0,0,8100,8000,5008,5008,5001,,,,,SOLO,MIDDLE,,,,,,,,,,,0,0,0,0,739.4,452.5,6.1,174.29999999999995,98.4,5.2,413.9,-116.79999999999998,-1.3999999999999995,411.7,2.4,15.299999999999955,278.3,432.5,2
2233,5070017853,EUW1,,C2a9E1J60EmnOSEXwGMntGgqZycxm4nU8qQ-qIC3vB-5IKk,1,100,517,4,14,Umz9AZsmLmqz4kHeDgQ0oa1wbzJgwb658FD2EXPzUFbDvWE,Greed976,EUW1,Umz9AZsmLmqz4kHeDgQ0oa1wbzJgwb658FD2EXPzUFbDvWE,/v1/stats/player_history/EUW1/210482372,4750,False,3152,1058,3157,3100,3020,0,3340,6,13,20,2,1,1,267,0,0,0,0,0,88941,78841,6169,3929,0,27829,25758,615,1455,14179,1,27218,5192,2529,13,26,50068,24638,21419,4010,11944,11550,0,0,94,7,4,1,282,16,0,0,6,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9105,8014,8135,8139,544,0,0,1722,520,0,15,0,0,383,0,0,2714,5,0,1325,0,0,8000,8100,5007,5008,5002,,,,,SOLO,MIDDLE,,,,,,,,,,,0,0,0,0,1524.7,370.9,3.5999999999999996,176.89999999999998,-130.9,3.3,685.3,95,-0.3999999999999999,408.1,-2.9000000000000004,140.39999999999998,213.4,502.5,2
2233,5070017853,EUW1,,FbptnwAGGjHaUL0iuwn4P9j_N9ABx4_A6Upza7KkIW90i_g,2,100,875,12,4,A0y_hMOij9oCioIfY7WeOLcZSgEHz_l7QlP3dHOpNUKRgaQ,God Houssop,EUW1,A0y_hMOij9oCioIfY7WeOLcZSgEHz_l7QlP3dHOpNUKRgaQ,/v1/stats/player_history/EUW1/205800064,1456,False,3053,3077,3153,3047,6632,6333,3364,17,10,9,5,2,5,331,1,0,0,0,0,192284,939,153056,38287,0,40180,939,35105,4135,9839,1,61329,19776,5971,35,40,55624,25404,25432,4787,16301,16175,4,2,161,24,4,8,300,17,9,0,11,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9105,8299,8444,8453,275,0,0,2947,520,0,14,50,0,1622,0,0,2491,0,0,1920,3295,0,8000,8400,5005,5008,5002,,,,,NONE,JUNGLE,,,,,,,,,,,0,0,0,0,1070,474.4,5.6,,,7.7,664.1,,,604.9,,,304.6,618.5,0
2233,5070017853,EUW1,,TaYl8MY9JbDPO35lxOZ0L_5g87x-_eTz0NB5rVkmegzBNaI,3,100,67,7,4,VEUbaCznsuS7oKna2eOyCeWMPL6s5Sp12ezzEJhaMDpSeYE,Durlac,EUW1,VEUbaCznsuS7oKna2eOyCeWMPL6s5Sp12ezzEJhaMDpSeYE,/v1/stats/player_history/EUW1/206534560,3376,False,3033,6672,3006,3124,3153,1053,3340,11,7,11,10,2,1,1366,1,0,0,0,0,195342,203,155160,39979,279,29695,203,18937,10554,10062,3,10302,22031,8034,14,9,29832,17845,9913,2074,16331,14475,1,0,224,17,16,0,111,16,1,0,6,3,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,9111,9104,8014,8135,8139,1864,1228,635,658,440,0,15,50,0,442,0,0,5796,5,0,1178,0,0,8000,8100,5005,5008,5002,,,,,DUO_CARRY,BOTTOM,,,,,,,,,,,0,0,0,0,723.8,374.7,8.100000000000001,37.85000000000002,16.899999999999977,8.2,290,165.79999999999995,1.0999999999999999,570.1,0.10000000000000031,107.8,352.4,462.1,3
2233,5070017853,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,4,100,412,14,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,False,3860,3190,3050,3109,2055,3117,3364,2,8,24,0,1,0,710,0,0,0,0,0,31421,16599,7679,7142,0,9458,7535,735,1188,2545,5,28252,1381,634,96,47,29971,17118,10566,2287,9892,9750,1,0,34,0,0,0,220,15,14,0,51,9,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,8463,8473,8451,8105,8136,1469,0,0,2135,0,0,812,0,0,219,0,0,13,5,0,14,30,0,8400,8100,5007,5002,5002,,,,,DUO_SUPPORT,BOTTOM,,,,,,,,,,,0,0,0,0,678.6,244.70000000000002,1.4,37.85000000000002,16.899999999999977,1.2999999999999998,109.8,165.79999999999995,1.0999999999999999,301,0.10000000000000031,107.8,179.2,382.9,4
